Industry,Age_Brackets,Tenure, Employees,Average Basic Salary
O-Public administration and defence,<55,6,1,3000
O-Public administration and defence,<55,6,1,6500
O-Public administration and defence,<55,6,1,10000
O-Public administration and defence,<55,6,1,1200
O-Public administration and defence,<55,6,1,800
O-Public administration and defence,<55,7,1,700
O-Public administration and defence,<55,13,1,2500
O-Public administration and defence,<55,15,1,600
O-Public administration and defence,55-59,1,1,500
O-Public administration and defence,55-59,1,1,30000
O-Public administration and defence,70+,5,1,4000
P-Education,<55,0,33,1945
P-Education,<55,0,1258,4571
P-Education,<55,0,289,2529
P-Education,<55,0,194,3258
P-Education,<55,0,26,2431
P-Education,<55,0,97,3461
P-Education,<55,0,10,3396
P-Education,<55,0,114,2613
P-Education,<55,0,89,10976
P-Education,<55,0,3,900
P-Education,<55,0,17,1381
P-Education,<55,0,67,1570
P-Education,<55,0,52,2657
P-Education,<55,0,477,2630
P-Education,<55,0,43,8038
P-Education,<55,0,493,2090
P-Education,<55,0,140,2720
P-Education,<55,0,103,3128
P-Education,<55,0,60,9083
P-Education,<55,0,4,2925
P-Education,<55,0,1,5000
P-Education,<55,0,44,2193
P-Education,<55,0,15,933
P-Education,<55,0,19,2486
P-Education,<55,0,6,1279
P-Education,<55,0,3,4167
P-Education,<55,0,1,800
P-Education,<55,0,232,1074
P-Education,<55,0,69,21081
P-Education,<55,0,25,3777
P-Education,<55,0,36,1250
P-Education,<55,0,550,2330
P-Education,<55,0,5,3560
P-Education,<55,0,1,6000
P-Education,<55,0,379,5187
P-Education,<55,0,2,1550
P-Education,<55,0,20,4684
P-Education,<55,0,102,3415
P-Education,<55,0,2,2375
P-Education,<55,0,30,1347
P-Education,<55,0,14,1022
P-Education,<55,0,313,2855
P-Education,<55,0,31,1657
P-Education,<55,0,43,2106
P-Education,<55,0,122,1365
P-Education,<55,0,9,1503
P-Education,<55,0,4,1013
P-Education,<55,0,4,6125
P-Education,<55,0,3,1367
P-Education,<55,0,1889,4049
P-Education,<55,0,1927,3872
P-Education,<55,0,26,5024
P-Education,<55,0,3,1567
P-Education,<55,0,741,4677
P-Education,<55,0,5,21960
P-Education,<55,0,513,1908
P-Education,<55,0,199,2652
P-Education,<55,0,158,1106
P-Education,<55,0,7,5500
P-Education,<55,0,2,8937
P-Education,<55,0,1,1000
P-Education,<55,0,69,3813
P-Education,<55,0,323,1536
P-Education,<55,0,3,4125
P-Education,<55,0,29,2372
P-Education,<55,0,51,1053
P-Education,<55,0,364,2264
P-Education,<55,0,2,550
P-Education,<55,0,41,3266
P-Education,<55,0,3,767
P-Education,<55,0,102,2467
P-Education,<55,0,1737,4205
P-Education,<55,0,97,1000
P-Education,<55,0,45,2232
P-Education,<55,0,8,4554
P-Education,<55,0,8,1584
P-Education,<55,0,6,13145
P-Education,<55,0,82,1768
P-Education,<55,0,6,817
P-Education,<55,0,58,2004
P-Education,<55,0,25,4526
P-Education,<55,0,2,755
P-Education,<55,0,3,1100
P-Education,<55,0,63,2349
P-Education,<55,0,3,4167
P-Education,<55,0,19,6273
P-Education,<55,0,8,3850
P-Education,<55,0,20,1043
P-Education,<55,0,3,967
P-Education,<55,0,3,3227
P-Education,<55,0,6,779
P-Education,<55,0,106,3288
P-Education,<55,0,94,9226
P-Education,<55,0,90,4380
P-Education,<55,0,3,13400
P-Education,<55,0,4,2067
P-Education,<55,0,3,3833
P-Education,<55,0,21,2740
P-Education,<55,0,52,1328
P-Education,<55,0,1,800
P-Education,<55,0,38,1671
P-Education,<55,0,50,5119
P-Education,<55,0,20,2904
P-Education,<55,0,17,1072
P-Education,<55,0,4,2767
P-Education,<55,0,7,4910
P-Education,<55,0,170,1030
P-Education,<55,0,78,3672
P-Education,<55,0,31,2679
P-Education,<55,0,22,3410
P-Education,<55,0,492,3877
P-Education,<55,0,3,1500
P-Education,<55,0,17,5289
P-Education,<55,0,99,4026
P-Education,<55,0,105,12092
P-Education,<55,0,23,3062
P-Education,<55,0,5,2730
P-Education,<55,0,9,1733
P-Education,<55,0,9,2239
P-Education,<55,0,17,3523
P-Education,<55,0,324,1896
P-Education,<55,1,171,10317
P-Education,<55,1,212,1980
P-Education,<55,1,195,1099
P-Education,<55,1,122,2860
P-Education,<55,1,94,3917
P-Education,<55,1,195,2600
P-Education,<55,1,144,3626
P-Education,<55,1,47,1213
P-Education,<55,1,64,3998
P-Education,<55,1,29,1362
P-Education,<55,1,831,1610
P-Education,<55,1,362,3823
P-Education,<55,1,189,2984
P-Education,<55,1,3089,3589
P-Education,<55,1,118,2944
P-Education,<55,1,294,1059
P-Education,<55,1,135,952
P-Education,<55,1,413,1745
P-Education,<55,1,52,2158
P-Education,<55,1,11,2662
P-Education,<55,1,87,1263
P-Education,<55,1,202,9333
P-Education,<55,1,180,3442
P-Education,<55,1,1387,4139
P-Education,<55,1,129,11811
P-Education,<55,1,793,2370
P-Education,<55,1,58,7202
P-Education,<55,1,56,4663
P-Education,<55,1,161,1195
P-Education,<55,1,3,733
P-Education,<55,1,48,2777
P-Education,<55,1,16,1964
P-Education,<55,1,683,1767
P-Education,<55,1,234,1923
P-Education,<55,1,1,1000
P-Education,<55,1,418,1539
P-Education,<55,1,14,1730
P-Education,<55,1,204,2753
P-Education,<55,1,346,990
P-Education,<55,1,26,2447
P-Education,<55,1,23,1808
P-Education,<55,1,11,1473
P-Education,<55,1,658,2530
P-Education,<55,1,326,2010
P-Education,<55,1,751,4699
P-Education,<55,1,253,2351
P-Education,<55,1,337,1037
P-Education,<55,1,867,2054
P-Education,<55,1,416,2718
P-Education,<55,1,169,12112
P-Education,<55,1,2,825
P-Education,<55,1,880,1936
P-Education,<55,1,514,1896
P-Education,<55,1,2615,3420
P-Education,<55,1,118,7312
P-Education,<55,1,40,4081
P-Education,<55,1,3000,3740
P-Education,<55,1,179,3075
P-Education,<55,1,15,3958
P-Education,<55,1,17,1190
P-Education,<55,1,2210,4071
P-Education,<55,2,63,1001
P-Education,<55,2,106,3035
P-Education,<55,2,163,2519
P-Education,<55,2,2272,3864
P-Education,<55,2,240,1152
P-Education,<55,2,237,1293
P-Education,<55,2,726,2048
P-Education,<55,2,166,2077
P-Education,<55,2,2469,3920
P-Education,<55,2,5,1440
P-Education,<55,2,26,1268
P-Education,<55,2,46,1673
P-Education,<55,2,1661,4146
P-Education,<55,2,237,1836
P-Education,<55,2,67,3540
P-Education,<55,2,148,2808
P-Education,<55,2,314,3145
P-Education,<55,2,62,3821
P-Education,<55,2,1827,3709
P-Education,<55,2,165,3213
P-Education,<55,2,593,4862
P-Education,<55,2,173,2245
P-Education,<55,2,1,2100
P-Education,<55,2,1,1000
P-Education,<55,2,179,8568
P-Education,<55,2,162,2775
P-Education,<55,2,25,1974
P-Education,<55,2,509,2402
P-Education,<55,2,1028,4255
P-Education,<55,2,106,6656
P-Education,<55,2,98,12882
P-Education,<55,2,215,1124
P-Education,<55,2,707,2263
P-Education,<55,2,16,2621
P-Education,<55,2,223,1015
P-Education,<55,2,12,1258
P-Education,<55,2,134,9205
P-Education,<55,2,27,2048
P-Education,<55,2,110,4312
P-Education,<55,2,2,2100
P-Education,<55,2,18,2136
P-Education,<55,2,611,2089
P-Education,<55,2,120,4370
P-Education,<55,2,21,3257
P-Education,<55,2,390,1601
P-Education,<55,2,160,1250
P-Education,<55,2,72,1146
P-Education,<55,2,172,2415
P-Education,<55,2,15,2060
P-Education,<55,2,515,1659
P-Education,<55,2,272,1085
P-Education,<55,2,30,4294
P-Education,<55,2,129,3607
P-Education,<55,2,32,3912
P-Education,<55,2,151,11584
P-Education,<55,2,279,1917
P-Education,<55,2,432,1810
P-Education,<55,2,61,6701
P-Education,<55,2,83,2763
P-Education,<55,2,1,1750
P-Education,<55,3,137,2577
P-Education,<55,3,6,1376
P-Education,<55,3,60,4210
P-Education,<55,3,18,2032
P-Education,<55,3,363,1681
P-Education,<55,3,109,1270
P-Education,<55,3,37,3054
P-Education,<55,3,546,2172
P-Education,<55,3,184,1234
P-Education,<55,3,16,2132
P-Education,<55,3,111,1203
P-Education,<55,3,294,2456
P-Education,<55,3,142,9443
P-Education,<55,3,1807,4184
P-Education,<55,3,412,1970
P-Education,<55,3,1321,4754
P-Education,<55,3,119,3278
P-Education,<55,3,187,1063
P-Education,<55,3,231,1962
P-Education,<55,3,75,11059
P-Education,<55,3,1723,4429
P-Education,<55,3,385,1381
P-Education,<55,3,49,982
P-Education,<55,3,2,2500
P-Education,<55,3,310,1657
P-Education,<55,3,549,2075
P-Education,<55,3,4,935
P-Education,<55,3,31,4676
P-Education,<55,3,466,4964
P-Education,<55,3,43,4598
P-Education,<55,3,248,1104
P-Education,<55,3,8,1641
P-Education,<55,3,131,1526
P-Education,<55,3,15,1682
P-Education,<55,3,25,1657
P-Education,<55,3,164,3727
P-Education,<55,3,140,8100
P-Education,<55,3,88,3088
P-Education,<55,3,418,2260
P-Education,<55,3,25,1695
P-Education,<55,3,218,1241
P-Education,<55,3,194,1514
P-Education,<55,3,118,2225
P-Education,<55,3,31,6873
P-Education,<55,3,1264,4220
P-Education,<55,3,105,1475
P-Education,<55,3,829,4856
P-Education,<55,3,99,11932
P-Education,<55,3,75,8542
P-Education,<55,3,4,2540
P-Education,<55,3,123,2273
P-Education,<55,3,44,3437
P-Education,<55,3,95,4502
P-Education,<55,3,119,2925
P-Education,<55,3,115,4214
P-Education,<55,3,238,1164
P-Education,<55,4,70,4014
P-Education,<55,4,79,1405
P-Education,<55,4,260,1934
P-Education,<55,4,149,2709
P-Education,<55,4,70,6401
P-Education,<55,4,355,4731
P-Education,<55,4,186,1191
P-Education,<55,4,66,3003
P-Education,<55,4,61,3179
